Date,Index_name,Close,Volume,Daily_Return_,Volatility
2018-12-19,NIFTY BANK,27298.08,0,0.25,0.55
2018-12-20,NIFTY BANK,27274.78,0,0.54,0.83
2018-12-21,NIFTY BANK,26869.34,0,-1.44,2.0
2018-12-24,NIFTY BANK,26714.44,0,-0.60,0.96
2018-12-26,NIFTY BANK,26986.49,0,1.32,2.33
2018-12-27,NIFTY BANK,26878.24,0,-1.18,1.45
2018-12-28,NIFTY BANK,27124.94,0,0.28,0.64
2018-12-31,NIFTY BANK,27159.88,0,-0.39,0.67
2019-01-02,NIFTY BANK,27174.38,0,-0.45,1.17
2019-01-03,NIFTY BANK,26959.54,0,-0.82,1.04
2019-01-04,NIFTY BANK,27194.68,0,0.72,1.29
2019-01-07,NIFTY BANK,27304.23,0,-0.27,0.72
2019-01-08,NIFTY BANK,27509.18,146100,0.76,1.39
2019-01-09,NIFTY BANK,27720.08,0,0.25,1.25
2019-01-10,NIFTY BANK,27528.23,0,-0.67,0.81
2019-01-11,NIFTY BANK,27453.58,0,-0.54,0.83
2019-01-14,NIFTY BANK,27247.93,0,-0.51,0.76
2019-01-15,NIFTY BANK,27400.43,0,0.30,0.48
2019-01-16,NIFTY BANK,27483.38,0,0.28,0.55
2019-01-17,NIFTY BANK,27528.43,0,-0.14,1.0
2019-01-18,NIFTY BANK,27456.38,0,-0.34,0.6
2019-01-21,NIFTY BANK,27533.28,0,0.07,0.85
2019-01-22,NIFTY BANK,27481.93,0,-0.16,0.54
2019-01-23,NIFTY BANK,27250.43,0,-0.88,1.36
2019-01-24,NIFTY BANK,27266.08,0,-0.03,0.73
2019-01-25,NIFTY BANK,27114.99,0,-0.54,1.42
2019-01-28,NIFTY BANK,26652.74,0,-1.44,2.02
2019-01-29,NIFTY BANK,26573.09,0,-0.16,1.14
2019-01-30,NIFTY BANK,26825.19,0,0.13,0.83
2019-01-31,NIFTY BANK,27295.13,0,1.21,1.61
2019-02-01,NIFTY BANK,27085.63,231600,-0.91,2.2
2019-02-04,NIFTY BANK,27186.28,0,0.79,1.55
2019-02-05,NIFTY BANK,27271.38,0,0.17,0.72
2019-02-06,NIFTY BANK,27402.03,0,0.28,0.49
2019-02-07,NIFTY BANK,27386.83,0,-0.13,0.97
2019-02-08,NIFTY BANK,27294.08,0,-0.03,0.96
2019-02-11,NIFTY BANK,27227.48,0,-0.05,0.57
2019-02-12,NIFTY BANK,27010.44,0,-0.57,1.1
2019-02-14,NIFTY BANK,26970.29,0,-0.03,0.79
2019-02-15,NIFTY BANK,26793.94,0,-0.83,1.46
2019-02-18,NIFTY BANK,26653.94,0,-0.38,0.79
2019-02-19,NIFTY BANK,26684.54,0,0.07,1.39
2019-02-20,NIFTY BANK,26955.19,0,0.63,0.94
2019-02-21,NIFTY BANK,27052.09,0,0.21,0.47
2019-02-22,NIFTY BANK,26867.24,0,-0.34,0.55
2019-02-25,NIFTY BANK,27158.93,0,0.84,0.98
2019-02-26,NIFTY BANK,26952.64,0,0.37,1.45
2019-02-27,NIFTY BANK,26798.99,0,-1.03,1.74
2019-02-28,NIFTY BANK,26789.59,0,-0.33,0.59
2019-03-01,NIFTY BANK,27043.59,0,0.38,0.55
2019-03-05,NIFTY BANK,27553.73,0,1.80,2.3
2019-03-06,NIFTY BANK,27625.33,0,0.03,0.69
2019-03-07,NIFTY BANK,27764.28,0,0.37,0.92
2019-03-08,NIFTY BANK,27761.48,0,0.27,0.6
2019-03-11,NIFTY BANK,27966.33,0,0.45,0.88
2019-03-12,NIFTY BANK,28443.37,0,0.98,1.23
2019-03-13,NIFTY BANK,28883.96,0,1.42,2.02
2019-03-14,NIFTY BANK,28922.76,0,-0.36,0.86
2019-03-15,NIFTY BANK,29381.11,0,1.29,1.83
2019-03-18,NIFTY BANK,29595.76,0,0.25,1.53
2019-03-19,NIFTY BANK,29767.5,0,0.22,0.85
2019-03-20,NIFTY BANK,29831.85,0,0.21,0.85
2019-03-22,NIFTY BANK,29582.16,0,-1.13,1.67
2019-03-25,NIFTY BANK,29280.86,0,-0.16,0.59
2019-03-26,NIFTY BANK,29881.8,0,1.99,2.29
2019-03-27,NIFTY BANK,30019.45,0,-0.05,1.57
2019-03-28,NIFTY BANK,30420.2,0,1.18,1.75
2019-04-01,NIFTY BANK,30326.15,0,-0.69,1.41
2019-04-02,NIFTY BANK,30353.9,0,-0.31,0.98
2019-04-03,NIFTY BANK,30092.95,0,-1.14,1.86
2019-04-04,NIFTY BANK,29904.55,0,-0.80,1.45
2019-04-05,NIFTY BANK,30084.3,0,0.27,1.08
2019-04-08,NIFTY BANK,29844.95,0,-1.18,1.71
2019-04-09,NIFTY BANK,30113.5,0,0.71,1.54
2019-04-10,NIFTY BANK,29803.15,0,-0.38,1.3
2019-04-11,NIFTY BANK,29785.75,0,-0.19,0.71
2019-04-12,NIFTY BANK,29938.2,0,0.53,0.99
2019-04-15,NIFTY BANK,30103.9,0,0.40,0.81
2019-04-16,NIFTY BANK,30530.99,0,0.98,1.2
2019-04-18,NIFTY BANK,30223.05,0,-1.41,1.72
2019-04-22,NIFTY BANK,29687.6,0,-1.96,2.12
2019-04-23,NIFTY BANK,29479.36,0,-0.95,1.52
2019-04-24,NIFTY BANK,29860.45,0,1.05,1.62
2019-04-25,NIFTY BANK,29561.01,0,-1.22,1.82
2019-04-26,NIFTY BANK,30013.15,0,0.84,1.63
2019-04-30,NIFTY BANK,29764.46,0,-0.52,1.24
2019-05-02,NIFTY BANK,29708.25,0,0.03,0.94
2019-05-03,NIFTY BANK,29953.8,0,0.48,1.1
2019-05-06,NIFTY BANK,29618.11,0,-0.03,0.77
2019-05-07,NIFTY BANK,29287.86,0,-1.55,1.99
2019-05-08,NIFTY BANK,28994.06,0,-0.91,1.06
2019-05-09,NIFTY BANK,28884.26,0,-0.03,0.88
2019-05-10,NIFTY BANK,29040.16,0,0.39,1.05
2019-05-13,NIFTY BANK,28659.62,0,-1.26,1.47
2019-05-14,NIFTY BANK,28828.86,0,0.38,1.66
2019-05-15,NIFTY BANK,28616.12,0,-1.07,1.48
2019-05-16,NIFTY BANK,28854.96,0,0.80,1.47
2019-05-17,NIFTY BANK,29449.81,0,1.97,2.44
2019-05-20,NIFTY BANK,30759.34,0,1.75,2.37
2019-05-21,NIFTY BANK,30308.05,0,-1.79,2.14
2019-05-22,NIFTY BANK,30526.45,0,0.38,1.34
2019-05-23,NIFTY BANK,30408.75,0,-1.79,4.56
2019-05-24,NIFTY BANK,31212.19,0,1.72,2.32
2019-05-27,NIFTY BANK,31647.28,232000,1.32,1.79
2019-05-28,NIFTY BANK,31597.53,0,-0.36,1.21
2019-05-29,NIFTY BANK,31295.19,0,-0.52,0.92
2019-05-30,NIFTY BANK,31536.73,0,0.90,1.23
2019-05-31,NIFTY BANK,31375.04,0,-0.96,3.66
2019-06-03,NIFTY BANK,31653.28,0,0.79,1.24
2019-06-04,NIFTY BANK,31588.68,0,0.18,0.76
2019-06-06,NIFTY BANK,30857.04,274600,-2.11,2.35
2019-06-07,NIFTY BANK,31066.19,0,0.40,1.66
2019-06-10,NIFTY BANK,31033.64,0,-0.72,1.62
2019-06-11,NIFTY BANK,31265.09,0,0.30,1.37
2019-06-12,NIFTY BANK,30965.34,0,-0.81,1.0
2019-06-13,NIFTY BANK,30975.74,0,0.32,1.29
2019-06-14,NIFTY BANK,30613.99,0,-1.19,1.69
2019-06-17,NIFTY BANK,30272.9,0,-1.24,1.42
2019-06-18,NIFTY BANK,30350.65,0,0.17,1.08
2019-06-19,NIFTY BANK,30361.75,0,-0.54,1.5
2019-06-20,NIFTY BANK,30780.74,0,1.29,1.99
2019-06-21,NIFTY BANK,30627.99,0,-0.57,0.86
2019-06-24,NIFTY BANK,30601.7,0,-0.26,0.83
2019-06-25,NIFTY BANK,30846.69,0,0.91,1.51
2019-06-26,NIFTY BANK,31161.99,0,1.15,1.42
2019-06-27,NIFTY BANK,31269.14,0,0.25,1.06
2019-06-28,NIFTY BANK,31104.84,0,-0.56,0.79
2019-07-01,NIFTY BANK,31371.83,0,0.32,0.65
2019-07-02,NIFTY BANK,31282.94,0,-0.42,1.04
2019-07-03,NIFTY BANK,31381.94,0,0.11,0.72
2019-07-04,NIFTY BANK,31471.48,242986000,0.00,0.57
2019-07-05,NIFTY BANK,31475.44,0,-0.15,1.07
2019-07-08,NIFTY BANK,30603.49,0,-2.37,2.58
2019-07-09,NIFTY BANK,30568.79,0,0.12,1.16
2019-07-10,NIFTY BANK,30521.74,0,-0.31,0.97
2019-07-11,NIFTY BANK,30716.19,0,0.03,0.72
